sex,age,pyld_rate,mx,qx,lx,dx,Lx,ex,Lwx,ewx,label
female,90,0.3254337689690468,0.10626461009333099,0.10081331727874165,599831.4519964939,60470.99848389083,569595.9527545485,5.8370965618209,384230.1950601207,3.7867211342704232,PA scenario (+2 mMETs)
female,91,0.33164456404523346,0.11633335828576265,0.10982157452372499,539360.4535126031,59233.41424058445,509743.74639231083,5.43547109224188,340690.00384524884,3.4988924918853375,PA scenario (+2 mMETs)
female,92,0.3382828334896003,0.126358123203713,0.11870082342216848,480127.0392720186,56991.474908836426,451631.3018176004,5.044361614472108,298852.18534614565,3.2209688496500304,PA scenario (+2 mMETs)
female,93,0.3454386630151333,0.13580863596508383,0.12699032084042805,423135.5643631822,53734.1210774761,396268.50382444414,4.656434653800876,259382.0416683209,2.9485161662111543,PA scenario (+2 mMETs)
female,94,0.3529935539380757,0.1446101290879762,0.13464039410897466,369401.4432857061,49736.35590841152,344533.2653315003,4.26104074562173,222915.243552244,2.675246749350321,PA scenario (+2 mMETs)
female,95,0.36085838673220416,0.15316308344085178,0.14201021352545817,319665.0873772946,45395.70731508385,296967.2337197527,3.846217133337464,189804.11684731732,2.3941456137180848,PA scenario (+2 mMETs)
female,96,0.3689354446752444,0.1620057776205384,0.14956370897214277,274269.3800622108,41020.74573959451,253759.00719241353,3.4000663948308576,160138.3150335319,2.0983773318964705,PA scenario (+2 mMETs)
female,97,0.3771176510882317,0.17181650279343197,0.15786631182913313,233248.63432261627,36822.10163969359,214837.58350276947,2.9100924730361277,133818.5386467332,1.7808564501508537,PA scenario (+2 mMETs)
female,98,0.3854040199547803,0.1827078540275896,0.166988518858721,196426.53268292267,32800.97575727541,180026.04480428496,2.3618882095441434,110643.28344015413,1.433430567804626,PA scenario (+2 mMETs)
female,99,0.3938724643852659,0.19428960187544386,0.1765805940687737,163625.55692564725,28893.09804676474,149179.0079022649,1.7351291088968395,90421.50442525077,1.044583230436852,PA scenario (+2 mMETs)
female,100,0.4025269851080556,0.20660551018906015,1,134732.45887888252,134732.45887888252,134732.45887888252,1,80499.00841017086,0.5974730148919444,PA scenario (+2 mMETs)
